Date,Product,Category,Supplier,Region,Unit Cost,Selling Price,Weekly Demand,Inventory,Lead Time (days),Delay %,Reorder Point,Safety Stock,Shipping Cost,On-time Delivery %,Stockout Flag,
7/28/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,75,19,21,8,315,90,8,92,YES,
7/28/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,250,38,19,12,979,300,8,88,YES,
7/28/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,115,22,18,10,434,138,7,90,YES,
7/28/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,100,43,17,6,363,120,6,94,YES,
7/28/2024,Sony PlayStation 5,Gaming Console,Sony Electronics,Japan,450,699,44,31,12,8,128,53,6,92,YES,
7/28/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,49,24,7,5,108,59,8,95,YES,
7/28/2024,Bose 700 Headphones,Headphones,Synnex,Malaysia,300,499,130,27,6,9,267,156,6,91,YES,
7/28/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,276,46,9,5,686,331,8,95,YES,
8/4/2024,Samsung Galaxy S24,Phone,Samsung Electronics,South Korea,650,899,260,28,18,12,981,312,6,88,YES,
8/4/2024,iPhone 15 Plus,Phone,Foxconn,China,760,1099,202,33,9,4,502,242,8,96,YES,
8/4/2024,iPad Pro,Tablet,Foxconn,China,550,899,46,21,12,12,134,55,8,88,YES,
8/4/2024,MacBook Pro,Laptop,Foxconn,China,1200,1699,108,24,7,11,238,130,8,89,YES,
8/4/2024,AirPods 3,Accessory,Foxconn,China,100,199,234,36,6,12,481,281,8,88,YES,
8/4/2024,Dell XPS 13,Laptop,Dell Manufacturing,USA,870,1199,59,18,9,2,147,71,5,98,YES,
8/4/2024,iPhone 15 Pro,Phone,Foxconn,China,840,1199,239,27,12,4,697,287,8,96,YES,
8/4/2024,Logitech G Pro X,Gaming Mouse,Quanta,Vietnam,65,149,237,15,7,2,521,284,7,98,YES,
8/4/2024,Google Pixel 8,Phone,Google Supply,Vietnam,600,849,227,32,6,3,467,272,7,97,YES,
8/4/2024,Asus Zenbook 5,Laptop,ASUS Manufacturing,China,450,799,75,20,9,11,186,90,8,89,YES,
8/4/2024,Nintendo Switch OLED,Gaming Console,Nintendo Supply,Japan,280,399,56,40,14,6,179,67,6,94,YES,
8/4/2024,HP Pavilion,Laptop,HP Supply Chain,Vietnam,540,799,44,26,12,7,128,53,7,93,YES,
8/4/2024,Mac Studio,Desktop,Foxconn,China,2000,2999,50,12,9,3,124,60,8,97,YES,
8/4/2024,Sony PlayStation 5,Gaming Console,Sony Electronics,Japan,450,699,78,35,15,8,261,94,6,92,YES,
8/4/2024,Microsoft Surface Laptop,Laptop,Pegatron,China,900,1399,63,18,14,4,202,76,8,96,YES,
8/4/2024,Bose QuietComfort Ultra,Headphones,Synnex,Malaysia,260,429,31,14,14,12,99,37,6,88,YES,
8/4/2024,Logitech G915 Keyboard,Accessory,Quanta,China,200,349,254,25,12,12,740,305,8,88,YES,
8/4/2024,iPad Mini,Tablet,Foxconn,China,350,649,121,17,9,4,301,145,8,96,YES,
8/4/2024,Mac Mini,Desktop,Foxconn,China,650,999,32,22,8,10,75,38,8,90,YES,
8/4/2024,HP Omen 16,Gaming Laptop,HP Supply Chain,Vietnam,1600,2299,137,10,14,12,438,164,7,88,YES,
8/4/2024,Beats Studio Pro,Headphones,Foxconn,Vietnam,245,469,50,19,12,12,146,60,7,88,YES,
8/4/2024,Logitech Brio Webcam,Accessory,Quanta,China,90,199,210,16,9,2,522,252,8,98,YES,
8/4/2024,"iMac 24""",Desktop,Foxconn,China,1100,1599,34,23,7,2,75,41,8,98,YES,
8/4/2024,Bose 700 Headphones,Headphones,Synnex,Malaysia,300,499,119,8,6,6,245,143,6,94,YES,
8/4/2024,Samsung Galaxy Tab S9,Tablet,Samsung Electronics,Vietnam,500,899,50,30,9,10,124,60,7,90,YES,
8/4/2024,Beats Fit Pro,Earbuds,Foxconn,Vietnam,140,249,223,12,14,4,714,268,7,96,YES,
8/4/2024,OnePlus 12,Phone,BBK Electronics,China,540,799,299,24,12,12,871,359,8,88,YES,
8/4/2024,Amazon Echo Show 10,Smart Device,Foxconn,China,120,199,68,11,9,9,169,82,8,91,YES,
8/4/2024,Logitech MX Master 4,Mouse,Quanta,China,79,159,40,38,12,9,117,48,8,91,YES,
8/4/2024,Asus ROG Zephyrus,Gaming Laptop,ASUS Manufacturing,Taiwan,1300,1899,68,15,17,5,247,82,9,95,YES,
8/4/2024,Google Pixel 8 Pro,Phone,Google Supply,Vietnam,720,1099,205,28,9,12,510,246,7,88,YES,
8/4/2024,iPhone SE,Phone,Foxconn,India,420,699,168,40,18,2,634,202,6,98,YES,
8/4/2024,Bose Soundlink,Speaker,Synnex,Malaysia,140,190,68,29,14,9,218,82,6,91,YES,
8/4/2024,Sony WH-1000XM5,Headphones,Sony Electronics,Malaysia,210,399,63,21,19,12,247,76,6,88,YES,
8/4/2024,MacBook Air,Laptop,Foxconn,China,980,1299,73,26,15,12,244,88,8,88,YES,
8/4/2024,Dell Alienware X17,Gaming Laptop,Dell Manufacturing,USA,2500,3499,32,27,12,5,93,38,5,95,YES,
8/4/2024,iPhone 15,Phone,Foxconn,China,720,999,225,22,7,9,495,270,8,91,YES,
8/4/2024,Samsung Galaxy A54,Phone,Samsung Electronics,Vietnam,300,499,80,37,6,2,165,96,7,98,YES,
8/4/2024,Logitech StreamCam,Accessory,Quanta,China,150,249,114,18,9,6,283,137,8,94,YES,
8/4/2024,Gaming Laptop,Laptop,Taiwan Tech Supply,Taiwan,1100,1599,20,32,11,3,55,24,9,97,YES,
8/4/2024,iPad Air,Tablet,Foxconn,China,430,699,47,20,10,11,124,56,8,89,YES,
8/4/2024,Lenovo ThinkPad,Laptop,Lenovo Manufacturing,China,650,999,34,19,12,9,99,41,8,91,YES,
8/4/2024,Lenovo IdeaPad,Laptop,Lenovo Manufacturing,China,550,899,70,16,7,4,154,84,8,96,YES,
8/4/2024,Mac Pro,Desktop,Foxconn,China,3500,4999,44,15,6,3,91,53,8,97,YES,
8/4/2024,Beats Solo Pro,Headphones,Foxconn,Vietnam,200,349,85,23,9,4,211,102,7,96,YES,
